Symbol	RAPdb	MSU	path
OsKOS2|OsKOL5	Os06g0568600	LOC_Os06g37224	data/Gene/Abstract/OS/K/OsKOS2~OsKOL5
OsKOS4|OsKO1	Os06g0569900	LOC_Os06g37330	data/Gene/Abstract/OS/K/OsKOS4~OsKO1
OsKS1	Os04g0611800	LOC_Os04g52230	data/Gene/Abstract/OS/K/OsKS1
OsKS10	Os12g0491800	LOC_Os12g30824	data/Gene/Abstract/OS/K/OsKS10
OsKSL5	Os02g0571300	LOC_Os02g36220	data/Gene/Abstract/OS/K/OsKSL5
OsKTN80a	Os10g0494800	LOC_Os10g35200	data/Gene/Abstract/OS/K/OsKTN80a
OsKTN80b|OsWD40-111	Os04g0677700|Os04g0677650	LOC_Os04g58130	data/Gene/Abstract/OS/K/OsKTN80b~OsWD40-111
OsKTN80c|OsWD40-26	Os01g0780400	LOC_Os01g57210	data/Gene/Abstract/OS/K/OsKTN80c~OsWD40-26
OsKu70	Os07g0184900	LOC_Os07g08729	data/Gene/Abstract/OS/K/OsKu70
OsKu80|Ku80	Os03g0856200	LOC_Os03g63920	data/Gene/Abstract/OS/K/OsKu80~Ku80
Osl2	Os04g0614600	LOC_Os04g52450	data/Gene/Abstract/OS/L/Osl2
Osl57	Os02g0817700	LOC_Os02g57260	data/Gene/Abstract/OS/L/Osl57
OsLAC	Os05g0458600	LOC_Os05g38420	data/Gene/Abstract/OS/L/OsLAC
OsLAC10	Os02g0749700	LOC_Os02g51440	data/Gene/Abstract/OS/L/OsLAC10
OsLAC13	Os05g0458300	LOC_Os05g38390	data/Gene/Abstract/OS/L/OsLAC13
Oslacc	Os01g0842400	LOC_Os01g62480	data/Gene/Body/OS/L/Oslacc
OsLASPO	Os02g0134400	LOC_Os02g04170	data/Gene/Body/OS/L/OsLASPO
OsLBD38	Os07g0589000	LOC_Os07g40000	data/Gene/Abstract/OS/L/OsLBD38
OsLCB2a1	Os01g0928800	LOC_Os01g70380	data/Gene/Abstract/OS/L/OsLCB2a1
OsLCBK1	Os10g0516800	LOC_Os10g37280	data/Gene/Abstract/OS/L/OsLCBK1
OsLCBK2	Os04g0541500	LOC_Os04g45800	data/Gene/Abstract/OS/L/OsLCBK2
OsLCD	Os01g0956700	LOC_Os01g72670	data/Gene/Abstract/OS/L/OsLCD
OsLCT1	None	LOC_Os06g38120	data/Gene/Abstract/OS/L/OsLCT1
OsLCYe|OsLCYepsilon	Os01g0581300	LOC_Os01g39960	data/Gene/Abstract/OS/L/OsLCYe~OsLCYepsilon
OsLDC-like1	Os09g0547500	LOC_Os09g37540	data/Gene/Abstract/OS/L/OsLDC-like1
OsLEA1a	Os01g0159600	LOC_Os01g06630	data/Gene/Abstract/OS/L/OsLEA1a
OsLEA25	Os11g0451700	LOC_Os11g26570	data/Gene/Body/D/DHN6
OsLEA3-2	Os03g0322900	LOC_Os03g20680	data/Gene/Abstract/OS/L/OsLEA3-2
OsLEA3|OsLEA3-1	Os05g0542500	LOC_Os05g46480	data/Gene/Abstract/OS/L/OsLEA3~OsLEA3-1
OsLEA4	Os06g0110200	LOC_Os06g02040	data/Gene/Abstract/OS/L/OsLEA4
OsLEA5	Os05g0584200	LOC_Os05g50710	data/Gene/Abstract/OS/L/OsLEA5
OslecRK|OsLecRK1	Os04g0201900	LOC_Os04g12540	data/Gene/Abstract/OS/L/OslecRK
OsLecRK2	Os04g0202300	LOC_Os04g12560	data/Gene/Abstract/OS/L/OsLecRK2
OsLecRK3	Os04g0202500	LOC_Os04g12580	data/Gene/Abstract/OS/L/OsLecRK3
OsLecRK4	Os04g0202800	LOC_Os04g12600	data/Gene/Abstract/OS/L/OsLecRK4
OsLF	Os05g0541400	LOC_Os05g46370	data/Gene/Abstract/OS/L/OsLF
OsLFL1	Os01g0713600	LOC_Os01g51610	data/Gene/Abstract/OS/L/OsLFL1
OsLFNR1|LFNR1	Os02g0103800	LOC_Os02g01340	data/Gene/Abstract/OS/L/OsLFNR1~LFNR1
OsLFNR2|LFNR2	Os06g0107700	LOC_Os06g01850	data/Gene/Abstract/OS/L/OsLFNR2~LFNR2
OsLG1	Os04g0656500	LOC_Os04g56170	data/Gene/Abstract/OS/L/OsLG1
OsLG3b|OsMADS1|LHS1|AFO	Os03g0215400	LOC_Os03g11614	data/Gene/Abstract/OS/M/OsMADS1~LHS1~AFO
OsLhcb1	Os01g0601600	LOC_Os01g41740	data/Gene/Abstract/OS/L/OsLhcb1
OsLHY	Os08g0157600	LOC_Os08g06110	data/Gene/Abstract/OS/L/OsLHY
OsLig4|Lig4	Os04g0606450	LOC_Os04g51700	data/Gene/Abstract/OS/L/OsLig4~Lig4
OsLIL3	Os02g0125700	LOC_Os02g03330	data/Gene/Abstract/OS/L/OsLIL3
OsLKR|SDH	Os02g0783700|Os02g0783625	LOC_Os02g54254	data/Gene/Abstract/OS/L/OsLKR~SDH
OsLLB|OsMTS1	Os07g0247100	LOC_Os07g14350	data/Gene/Abstract/OS/L/OsLLB
OsLMS	Os02g0639000	LOC_Os02g42600	data/Gene/Abstract/OS/L/OsLMS
OsLOL1	Os12g0611000	LOC_Os12g41700	data/Gene/Body/OS/L/OsLOL1
OsLOL2	Os01g0612700	LOC_Os01g42710	data/Gene/Abstract/OS/L/OsLOL2
OsLOL5	None	None	data/Gene/Abstract/OS/L/OsLOL5
OsLon1	Os09g0533400	LOC_Os09g36300	data/Gene/Abstract/OS/L/OsLon1
OsLOX1	Os03g0700700	LOC_Os03g49380	data/Gene/Abstract/OS/L/OsLOX1
OsLOX10	Os11g0575600	LOC_Os11g36719	data/Gene/Abstract/OS/L/OsLOX10
OsLOX2	Os03g0179900|Os03g0179950	LOC_Os03g08220	data/Gene/Abstract/OS/L/OsLOX2
OsLOX3|LOX3	Os03g0699700	LOC_Os03g49260	data/Gene/Abstract/L/LOX3
OsLOX5	Os02g0194700	LOC_Os02g10120	data/Gene/Abstract/OS/L/OsLOX5
OsLP|PR-5	Os03g0663400	LOC_Os03g46060	data/Gene/Body/OS/L/OsLP~PR-5
OsLpa1	Os02g0819400	LOC_Os02g57400	data/Gene/Abstract/OS/L/OsLpa1
OsLPLA	Os08g0435800	LOC_Os08g33810	data/Gene/Abstract/OS/L/OsLPLA
OsLPR3	Os01g0127000	LOC_Os01g03630	data/Gene/Abstract/OS/L/OsLPR3
OsLPR5	Os01g0127200	LOC_Os01g03640	data/Gene/Abstract/OS/L/OsLPR5
OsLPT1|OsPht1;6|OsPT6	Os08g0564000	LOC_Os08g45000	data/Gene/Abstract/OS/P/OsPht1;6~OsPT6
OsLRR-RLK1	Os06g0691800	LOC_Os06g47650	data/Gene/Abstract/OS/L/OsLRR-RLK1
OsLRR1	Os01g0809300	LOC_Os01g59440	data/Gene/Abstract/OS/L/OsLRR1
OsLS	Os04g0497400	LOC_Os04g42000	data/Gene/Abstract/OS/L/OsLS
OsLSD1	Os08g0159500	LOC_Os08g06280	data/Gene/Abstract/OS/L/OsLSD1
OsLSD2	Os03g0639600	LOC_Os03g43840	data/Gene/Abstract/OS/L/OsLSD2
OsLSD3	Os08g0130100	LOC_Os08g03610	data/Gene/Abstract/OS/L/OsLSD3
OsLSK1	Os01g0669100	LOC_Os01g47900	data/Gene/Abstract/OS/L/OsLSK1
OsLSR	Os10g0183000	LOC_Os10g10360	data/Gene/Abstract/OS/L/OsLSR
OsLti6a	Os07g0635900	LOC_Os07g44180	data/Gene/Abstract/OS/L/OsLti6a
OsLti6b|ddOs32	Os05g0138300	LOC_Os05g04700	data/Gene/Abstract/OS/L/OsLti6b~ddOs32
OsLTP5	Os11g0115400	LOC_Os11g02389	data/Gene/Abstract/OS/L/OsLTP5
OsLTPL1	Os03g0385400	LOC_Os03g26820	data/Gene/Abstract/OS/L/OsLTPL1
OsLTPL36	Os03g0369100	LOC_Os03g25350	data/Gene/Abstract/OS/L/OsLTPL36
OsLTPx1	Os03g0641500	LOC_Os03g44000	data/Gene/Body/OS/L/OsLTPx1
OsLYK1	Os01g0546000	LOC_Os01g36550	data/Gene/Abstract/OS/L/OsLYK1
OsMADS13	Os12g0207000	LOC_Os12g10540	data/Gene/Abstract/OS/M/OsMADS13
OsMADS14	Os03g0752800	LOC_Os03g54160	data/Gene/Abstract/OS/M/OsMADS14
OsMADS15|DEP	Os07g0108900	LOC_Os07g01820	data/Gene/Abstract/OS/M/OsMADS15~DEP
OsMADS16|SPW1	Os06g0712700	LOC_Os06g49840	data/Gene/Abstract/OS/M/OsMADS16~SPW1
OsMADS18	Os07g0605200	LOC_Os07g41370	data/Gene/Abstract/OS/M/OsMADS18
OsMADS2	Os01g0883100	LOC_Os01g66030	data/Gene/Abstract/OS/M/OsMADS2
OsMADS21	Os01g0886200	LOC_Os01g66290	data/Gene/Abstract/OS/M/OsMADS21
OsMADS22	Os02g0761000	LOC_Os02g52340	data/Gene/Abstract/OS/M/OsMADS22
OsMADS25	Os04g0304400	LOC_Os04g23910	data/Gene/Abstract/OS/M/OsMADS25
OsMADS26	Os08g0112700	LOC_Os08g02070	data/Gene/Abstract/OS/M/OsMADS26
OsMADS29	Os02g0170300	LOC_Os02g07430	data/Gene/Abstract/OS/M/OsMADS29
OSMADS3	Os01g0201700	LOC_Os01g10504	data/Gene/Abstract/OS/M/OSMADS3
OsMADS30	Os06g0667200	LOC_Os06g45650	data/Gene/Abstract/OS/M/OsMADS30
OsMADS34|PAP2	Os03g0753100	LOC_Os03g54170	data/Gene/Abstract/OS/M/OsMADS34~PAP2
OsMADS4	Os05g0423400	LOC_Os05g34940	data/Gene/Abstract/OS/M/OsMADS4
OsMADS5	Os06g0162800	LOC_Os06g06750	data/Gene/Abstract/OS/M/OsMADS5
OsMADS50|OsSOC1|DTH3	Os03g0122600	LOC_Os03g03070|LOC_Os03g03100	data/Gene/Abstract/OS/M/OsMADS50~OsSOC1~DTH3
OsMADS51|OsMADS65	Os01g0922800	LOC_Os01g69850	data/Gene/Abstract/OS/M/OsMADS51~OsMADS65
OsMADS56	Os10g0536100	LOC_Os10g39130	data/Gene/Abstract/OS/M/OsMADS56
OsMADS57	Os02g0731200	LOC_Os02g49840	data/Gene/Abstract/OS/M/OsMADS57
OSMADS58	Os05g0203800	LOC_Os05g11414	data/Gene/Abstract/OS/M/OSMADS58
OsMADS6|MFO1	Os02g0682200	LOC_Os02g45770	data/Gene/Abstract/OS/M/OsMADS6~MFO1
OsMADS7|OsMADS45	Os08g0531700	LOC_Os08g41950	data/Gene/Abstract/OS/M/OsMADS7~OsMADS45
OsMADS72|qSTL3	None	LOC_Os03g14850	data/Gene/Abstract/OS/M/OsMADS72~qSTL3
OsMADS8|OsMADS24	Os09g0507200	LOC_Os09g32948	data/Gene/Abstract/OS/M/OsMADS8~OsMADS24
OsMADS87	None	LOC_Os03g38610	data/Gene/Abstract/OS/M/OsMADS87
OsMAPK33|OsMAPK3	Os02g0148100	LOC_Os02g05480	data/Gene/Abstract/OS/M/OsMAPK33
OsMAPK4|OsMSRMK3	Os06g0699400	LOC_Os06g48590	data/Gene/Abstract/OS/M/OsMSRMK3
OsMAPKKK55	Os01g0699400	LOC_Os01g50400	data/Gene/Abstract/OS/M/OsMAPKKK55
OsMAPKKK63	Os01g0699100	LOC_Os01g50370	data/Gene/Abstract/OS/M/OsMAPKKK63
OsMAR1	Os06g0695600	LOC_Os06g48040	data/Gene/Abstract/OS/M/OsMAR1
OsMaT-1	Os02g0484200	LOC_Os02g28220	data/Gene/Body/OS/M/OsMaT-1
OsMaT-2	Os02g0483500	LOC_Os02g28170	data/Gene/Body/OS/M/OsMaT-2
OsMaT-3	Os02g0485000	LOC_Os02g28340	data/Gene/Body/OS/M/OsMaT-3
OsMATE1	Os03g0188100	LOC_Os03g08900	data/Gene/Abstract/OS/M/OsMATE1
OsMATE2	Os05g0554000	LOC_Os05g48040	data/Gene/Abstract/OS/M/OsMATE2
OsMATL	Os03g0393900	LOC_Os03g27610	data/Gene/Abstract/OS/M/OsMATL
OsMCA1|PAD	Os03g0157300	LOC_Os03g06120	data/Gene/Abstract/OS/M/OsMCA1
OsMCM2	Os06g0218500	LOC_Os06g11500	data/Gene/Abstract/OS/M/OsMCM2
OsMCP	Os08g0530400	LOC_Os08g41830	data/Gene/Abstract/OS/M/OsMCP
OsMCS	Os01g0887100	LOC_Os01g66360	data/Gene/Body/OS/M/OsMCS
OsMDHAR	Os09g0567300	LOC_Os09g39380	data/Gene/Abstract/OS/M/OsMDHAR
OsMDHAR4	Os02g0707000	LOC_Os02g47790	data/Gene/Abstract/OS/M/OsMDHAR4
OsMDP1	Os03g0186600	LOC_Os03g08754	data/Gene/Abstract/OS/M/OsMDP1
OsMeCP	None	None	data/Gene/Abstract/OS/M/OsMeCP
OsMED4	Os09g0540500	LOC_Os09g36890	data/Gene/Abstract/OS/M/OsMED4
OsMEK1|OsMKK6	Os01g0510100	LOC_Os01g32660	data/Gene/Abstract/OS/M/OsMEK1~OsMKK6
OsMet1-1|OsMET1a	Os03g0798300	LOC_Os03g58400	data/Gene/Abstract/OS/M/OsMET1a
OsMet1-2|OsMET1b	Os07g0182900	LOC_Os07g08500	data/Gene/Abstract/OS/M/OsMET1b
OsMFT1	Os06g0498800	LOC_Os06g30370	data/Gene/Abstract/OS/M/OsMFT1
OsMGD	Os02g0802700	LOC_Os02g55910	data/Gene/Abstract/OS/M/OsMGD
OsMGT1	Os01g0869200	LOC_Os01g64890	data/Gene/Abstract/OS/M/OsMGT1
OsMHX	Os11g0660000	LOC_Os11g43860	data/Gene/Body/OS/M/OsMHX
OsMIK	Os03g0737701	LOC_Os03g52760	data/Gene/Abstract/OS/M/OsMIK
OsMIOX	Os06g0561000	LOC_Os06g36560	data/Gene/Abstract/OS/M/OsMIOX
OsMKK1	Os06g0147800	LOC_Os06g05520	data/Gene/Abstract/OS/M/OsMKK1
OsMKK10-2|MPKK10.2	Os03g0225100	LOC_Os03g12390	data/Gene/Abstract/OS/M/OsMKK10-2
OsMKK4|LARGE11	Os02g0787300	LOC_Os02g54600	data/Gene/Abstract/OS/M/OsMKK4
OsMKP1|GSN1|LARGE8|GLA1	Os05g0115800	LOC_Os05g02500	data/Gene/Abstract/OS/M/OsMKP1
OsML1	Os03g0744900	LOC_Os03g53320	data/Gene/Abstract/OS/M/OsML1
OsML2	None	LOC_Os07g24010	data/Gene/Abstract/OS/M/OsML2
OsMLH1	Os01g0958900	LOC_Os01g72880	data/Gene/Body/OS/M/OsMLH1
OsMLO12	Os05g0183300	LOC_Os05g09050	data/Gene/Abstract/OS/M/OsMLO12
OsMMP1	Os02g0740700	LOC_Os02g50730	data/Gene/Abstract/OS/M/OsMMP1
OsMOGS	Os01g0921200	LOC_Os01g69210	data/Gene/Abstract/OS/M/OsMOGS
OsMOT1;1	Os08g0101500	LOC_Os08g01120	data/Gene/Abstract/OS/M/OsMOT1;1
OsMPG1|OsVTC1-1	Os01g0847200	LOC_Os01g62840	data/Gene/Abstract/OS/M/OsMPG1
OsMPH1|OsMYB45	Os06g0670300	LOC_Os06g45890	data/Gene/Abstract/OS/M/OsMPH1
OsMPK1|OsMAPK6|OsSIPK	Os06g0154500	LOC_Os06g06090	data/Gene/Abstract/OS/S/OsSIPK
OsMPK10	Os01g0629900	LOC_Os01g43910	data/Gene/Abstract/OS/M/OsMPK10
OsMPK11	Os06g0367900	LOC_Os06g26340	data/Gene/Abstract/OS/M/OsMPK11
OsMPK13|OsBIMK2	Os02g0135200	LOC_Os02g04230	data/Gene/Abstract/OS/M/OsMPK13~OsBIMK2
OsMPK14	Os05g0143500	LOC_Os05g05160	data/Gene/Abstract/OS/M/OsMPK14
OsMPK15	Os11g0271100	LOC_Os11g17080	data/Gene/Abstract/OS/M/OsMPK15
OsMPK16	Os01g0643800	LOC_Os01g45620	data/Gene/Abstract/OS/M/OsMPK16
OsMPK17	Os05g0576800	LOC_Os05g50120	data/Gene/Abstract/OS/M/OsMPK17
OsMPK2|OsMAPK2	Os08g0157000	LOC_Os08g06060	data/Gene/Abstract/OS/M/OsMPK2
OsMPK6|OsMPK4	Os10g0533600	LOC_Os10g38950	data/Gene/Abstract/OS/M/OsMPK6~OsMPK4
OsMPK7	Os05g0566400	LOC_Os05g49140	data/Gene/Abstract/OS/M/OsMPK7
OsMPK8|OsWJUMK1	Os01g0665200	LOC_Os01g47530	data/Gene/Abstract/OS/M/OsMPK8~OsWJUMK1
OsMPK9	Os05g0582400	LOC_Os05g50560	data/Gene/Abstract/OS/M/OsMPK9
OsMPS	Os02g0618400	LOC_Os02g40530	data/Gene/Abstract/OS/M/OsMPS
OsMRE11	Os04g0635900	LOC_Os04g54340	data/Gene/Abstract/OS/M/OsMRE11
OsMRP5	Os03g0142800	LOC_Os03g04920	data/Gene/Abstract/OS/M/OsMRP5
OsMSD	Os05g0323900	LOC_Os05g25850	data/Gene/Abstract/OS/M/OsMSD
OsMSH4	Os07g0486000	LOC_Os07g30240	data/Gene/Abstract/OS/M/OsMSH4
OsMSH5	Os05g0498300	LOC_Os05g41880	data/Gene/Abstract/OS/M/OsMSH5
OsMsh6	Os09g0407600	LOC_Os09g24220	data/Gene/Abstract/OS/M/OsMsh6
OsMSP1	Os01g0917500	LOC_Os01g68870	data/Gene/Abstract/OS/M/OsMSP1
OsMSR1	Os03g0360700	LOC_Os03g24600	data/Gene/Abstract/OS/M/OsMSR1
OsMSR15	Os03g0610400	LOC_Os03g41390	data/Gene/Abstract/OS/M/OsMSR15
OsMSR2	Os01g0955100	LOC_Os01g72530	data/Gene/Abstract/OS/M/OsMSR2
OsMsr9	Os07g0561300	LOC_Os07g37400	data/Gene/Abstract/OS/M/OsMsr9
OsMSRA4.1	Os10g0563600	LOC_Os10g41400	data/Gene/Abstract/OS/M/OsMSRA4.1
OsMSRB1.1	Os06g0472000	LOC_Os06g27760	data/Gene/Abstract/OS/M/OsMSRB1.1
OsMSRMK2|OsMAP1|OsMPK5|OsMAPK2|OsMAPK5|OsBIMK1|OsMPK3	Os03g0285800	LOC_Os03g17700	data/Gene/Abstract/OS/M/OsMSRMK2~OsMAP1~OsMPK5~OsMAPK2~OsMAPK5~OsBIMK1
OsMSRPK1|Orysa;CDKG;1	Os02g0602100	LOC_Os02g39010	data/Gene/Body/OS/M/OsMSRPK1~Orysa;CDKG;1
OsMST1	Os04g0452700	LOC_Os04g37980	data/Gene/Abstract/OS/M/OsMST1
OsMST2	Os03g0594400	LOC_Os03g39710	data/Gene/Abstract/OS/M/OsMST2
OsMST3	Os07g0106200	LOC_Os07g01560	data/Gene/Abstract/OS/M/OsMST3
OsMST4	Os03g0218400	LOC_Os03g11900	data/Gene/Abstract/OS/M/OsMST4
OsMST5	Os08g0178200	LOC_Os08g08070	data/Gene/Abstract/OS/M/OsMST5
OsMST6	Os07g0559700	LOC_Os07g37320	data/Gene/Abstract/OS/M/OsMST6
OsMST7	Os01g0567600	LOC_Os01g38680	data/Gene/Body/OS/M/OsMST7
OsMST8	Os01g0567500	LOC_Os01g38670	data/Gene/Abstract/OS/M/OsMST8
OsMT-I-4b|OsMT1c	Os12g0568200	LOC_Os12g38051	data/Gene/Abstract/OS/M/OsMT-I-4b
OsMT-II-1a	Os10g0542100	LOC_Os10g39610	data/Gene/Abstract/OS/M/OsMT-II-1a
OsMT|OsMEX1	Os04g0602400	LOC_Os04g51330	data/Gene/Abstract/M/MT
OsMT1a|rgMT	Os11g0704500	LOC_Os11g47809	data/Gene/Abstract/R/rgMT
OsMT1d	Os12g0571100	LOC_Os12g38300	data/Gene/Abstract/OS/M/OsMT1d
OsMT1f	Os12g0567800	LOC_Os12g38010	data/Gene/Body/M/MT1F
OsMT1g	Os12g0571000	LOC_Os12g38290	data/Gene/Body/M/MT1G
OsMT2b	Os05g0111300	LOC_Os05g02070	data/Gene/Abstract/OS/M/OsMT2b
OsMT2d	Os01g0149200	LOC_Os01g05585	data/Gene/Body/M/MT2D
Osmtd1	Os08g0441300	LOC_Os08g34258	data/Gene/Abstract/OS/M/Osmtd1
OsMTI-3a	Os01g0200700	LOC_Os01g10400	data/Gene/Abstract/OS/M/OsMTI-3a
OsMTI2B	Os01g0974200	LOC_Os01g74300	data/Gene/Abstract/OS/M/OsMTI2B
OsMTN	Os06g0112200	LOC_Os06g02220	data/Gene/Abstract/OS/M/OsMTN
OsMTOPVIB	Os06g0708200	LOC_Os06g49450	data/Gene/Abstract/OS/M/OsMTOPVIB
OsMTP11	Os01g0837700|Os01g0837800	LOC_Os01g62070	data/Gene/Abstract/OS/M/OsMTP11
OsMTP8.1	Os03g0226400	LOC_Os03g12530	data/Gene/Abstract/OS/M/OsMTP8.1
OsMTP9	Os01g0130000	LOC_Os01g03914	data/Gene/Abstract/OS/M/OsMTP9
OsMTR1	Os02g0491300	LOC_Os02g28970	data/Gene/Abstract/OS/M/OsMTR1
OsMUS81	Os01g0948100	LOC_Os01g71960	data/Gene/Abstract/OS/M/OsMUS81
OsMY1	Os01g0757600	LOC_Os01g55280	data/Gene/Abstract/OS/M/OsMY1
Osmyb1	Os05g0429900	LOC_Os05g35500	data/Gene/Abstract/OS/M/Osmyb1
OsMYB103L|CEF1	Os08g0151300	LOC_Os08g05520	data/Gene/Abstract/OS/M/OsMYB103L
OsMYB110	Os10g0478300	LOC_Os10g33810	data/Gene/Abstract/OS/M/OsMYB110
OsMYB1R1	Os01g0192300	LOC_Os01g09640	data/Gene/Abstract/OS/M/OsMYB1R1
Osmyb2	Os03g0315400	LOC_Os03g20090	data/Gene/Abstract/OS/M/Osmyb2
OsMYB2P-1	Os05g0140100	LOC_Os05g04820	data/Gene/Abstract/OS/M/OsMYB2P-1
Osmyb3	Os03g0410000	LOC_Os03g29614	data/Gene/Abstract/OS/M/Osmyb3
OsMYB30|OsMYB5P	Os02g0624300	LOC_Os02g41510	data/Gene/Abstract/OS/M/OsMYB30
OsMYB3R-2	Os01g0841500	LOC_Os01g62410	data/Gene/Abstract/OS/M/OsMYB3R-2
Osmyb4	Os04g0517100	LOC_Os04g43680	data/Gene/Abstract/OS/M/Osmyb4
OsMYB46	Os12g0515300	LOC_Os12g33070	data/Gene/Abstract/OS/M/OsMYB46
OsMYB48-1	Os01g0975300	LOC_Os01g74410	data/Gene/Abstract/OS/M/OsMYB48-1
OsMYB4P	Os11g0558200	LOC_Os11g35390	data/Gene/Abstract/OS/M/OsMYB4P
Osmyb5	Os05g0490600	LOC_Os05g41166	data/Gene/Abstract/OS/M/Osmyb5
OsMYB511	Os04g0583900	LOC_Os04g49450	data/Gene/Abstract/OS/M/OsMYB511
OsMYB55	Os05g0553400	LOC_Os05g48010	data/Gene/Abstract/OS/M/OsMYB55
OsMYB60	Os12g0125000	LOC_Os12g03150	data/Gene/Abstract/OS/M/OsMYB60
OsMYB80	Os04g0470600	LOC_Os04g39470	data/Gene/Abstract/OS/M/OsMYB80
OsMYB91	Os12g0572000	LOC_Os12g38400	data/Gene/Abstract/OS/M/OsMYB91
OsMYBGA|OsGAMYB	Os01g0812000	LOC_Os01g59660	data/Gene/Abstract/OS/G/OsGAMYB
OsMYBS1	Os01g0524500	LOC_Os01g34060	data/Gene/Abstract/OS/M/OsMYBS1
OsMYBS2	Os10g0562100	LOC_Os10g41260	data/Gene/Abstract/OS/M/OsMYBS2
OsMYC2	Os10g0575000	LOC_Os10g42430	data/Gene/Abstract/OS/M/OsMYC2
OsMYL2	Os01g0235700	LOC_Os01g13460	data/Gene/Abstract/OS/M/OsMYL2
osmyoXIB	Os02g0816900	LOC_Os02g57190	data/Gene/Abstract/OS/M/osmyoXIB
OsNAAT1	Os02g0306401	LOC_Os02g20360	data/Gene/Abstract/OS/N/OsNAAT1
OsNAAT2	Os02g0302700	LOC_Os02g19970	data/Gene/Abstract/OS/N/OsNAAT2
OsNAAT3	Os02g0302400	None	data/Gene/Abstract/OS/N/OsNAAT3
OsNAAT4	Os06g0345200	LOC_Os06g23684	data/Gene/Abstract/OS/N/OsNAAT4
OsNAAT5	Os11g0552000	LOC_Os11g35040	data/Gene/Abstract/OS/N/OsNAAT5
OsNAAT6	Os11g0644800	LOC_Os11g42510	data/Gene/Abstract/OS/N/OsNAAT6
OsNAC14	Os01g0675800	LOC_Os01g48446	data/Gene/Abstract/OS/N/OsNAC14
OsNAC19|SNAC1|OsNAC9	Os03g0815100	LOC_Os03g60080	data/Gene/Abstract/S/SNAC1~OsNAC9
OsNAC2|OsTIL1|OMTN2|OsORE1	Os04g0460600	LOC_Os04g38720	data/Gene/Abstract/OS/N/OsNAC2
OsNAC3	Os07g0225300	LOC_Os07g12340	data/Gene/Abstract/OS/N/OsNAC3
OsNAC4	Os01g0816100	LOC_Os01g60020	data/Gene/Abstract/OS/N/OsNAC4
OsNAC5	Os11g0184900	LOC_Os11g08210	data/Gene/Abstract/OS/N/OsNAC5
OsNAC52	Os05g0421600	LOC_Os05g34830	data/Gene/Abstract/OS/N/OsNAC52
OsNAC6|SNAC2	Os01g0884300	LOC_Os01g66120	data/Gene/Abstract/S/SNAC2
OsNADH-GOGAT1	Os01g0681900|Os01g0682001	LOC_Os01g48960	data/Gene/Abstract/OS/N/OsNADH-GOGAT1
OsNADH-GOGAT2	Os05g0555600	LOC_Os05g48200	data/Gene/Abstract/OS/N/OsNADH-GOGAT2
OsNADK3	Os05g0388400	LOC_Os05g32210	data/Gene/Abstract/OS/N/OsNADK3
OsNAGK1|NAGK1	Os04g0550500	LOC_Os04g46460	data/Gene/Abstract/OS/N/OsNAGK1~NAGK1
OsNAGK2|NAGK2	Os02g0657600	LOC_Os02g44000	data/Gene/Body/OS/N/OsNAGK2~NAGK2
OsNAP	Os03g0327800	LOC_Os03g21060	data/Gene/Abstract/OS/N/OsNAP
OsNAP6	Os01g0127300	LOC_Os01g03650	data/Gene/Abstract/OS/N/OsNAP6
OsNAPL6	Os02g0576700	LOC_Os02g36710	data/Gene/Abstract/OS/N/OsNAPL6
OsNaPRT1	Os03g0837300	LOC_Os03g62110	data/Gene/Abstract/OS/N/OsNaPRT1
OsNaPRT2	Os04g0429800	LOC_Os04g35060	data/Gene/Abstract/OS/N/OsNaPRT2
OsNAR2.1	Os02g0595900	LOC_Os02g38230	data/Gene/Abstract/OS/N/OsNAR2.1
OsNAR2.2	Os04g0480200	LOC_Os04g40410	data/Gene/Body/N/NAR2.2
OsNAS1	Os03g0307300	LOC_Os03g19427	data/Gene/Abstract/OS/N/OsNAS1
OsNAS2	Os03g0307200	LOC_Os03g19420	data/Gene/Abstract/OS/N/OsNAS2
OsNAS3	Os07g0689600	LOC_Os07g48980	data/Gene/Abstract/OS/N/OsNAS3
OsNCED1|OsCCD4a	Os02g0704000	LOC_Os02g47510	data/Gene/Abstract/OS/N/OsNCED1
OsNCED2	Os12g0435200	LOC_Os12g24800	data/Gene/Abstract/OS/N/OsNCED2
OsNCED3	Os03g0645900	LOC_Os03g44380	data/Gene/Abstract/OS/N/OsNCED3
OsNCED4	Os07g0154100	LOC_Os07g05940	data/Gene/Abstract/OS/N/OsNCED4
OsNCED5	Os12g0617400	LOC_Os12g42280	data/Gene/Abstract/OS/N/OsNCED5
OsNDPK1	Os07g0492000	LOC_Os07g30970	data/Gene/Abstract/OS/N/OsNDPK1
OsNDPK2|WSL12|YSS2	Os12g0548300	LOC_Os12g36194	data/Gene/Abstract/OS/N/OsNDPK2
OsNDPK3	Os05g0595400	LOC_Os05g51700	data/Gene/Abstract/OS/N/OsNDPK3
OsNDR1	Os04g0685400	LOC_Os04g58860	data/Gene/Abstract/OS/N/OsNDR1
OsNek3	Os07g0176600	LOC_Os07g08000	data/Gene/Abstract/OS/N/OsNek3
OsNF-YA4	Os03g0696300	LOC_Os03g48970	data/Gene/Abstract/OS/N/OsNF-YA4
OsNF-YA7	Os08g0196700	LOC_Os08g09690	data/Gene/Abstract/OS/N/OsNF-YA7
