Symbol	RAPdb	MSU	path
OsAKT1	Os01g0648000	LOC_Os01g45990	data/Gene/Abstract/OS/A/OsAKT1
OsAKT2	Os05g0428700	LOC_Os05g35410	data/Gene/Body/OS/A/OsAKT2
OsAL1	Os03g0425000	LOC_Os03g31150	data/Gene/Abstract/OS/A/OsAL1
OsAlaAT2	Os07g0617800	LOC_Os07g42600	data/Gene/Abstract/OS/A/OsAlaAT2
OsAld-Y	Os06g0608700	LOC_Os06g40640	data/Gene/Abstract/OS/A/OsAld-Y
OsALD1	Os03g0195100	LOC_Os03g09910	data/Gene/Body/OS/A/OsALD1
OsALDH22	Os07g0688800	LOC_Os07g48920	data/Gene/Body/OS/A/OsALDH22
OsALDH2B1|ALDH2b	Os06g0270900	LOC_Os06g15990	data/Gene/Abstract/OS/A/OsALDH2B1~ALDH2b
OsALDH7|OsALDH7B6|ALDH7B7	Os09g0440300	LOC_Os09g26880	data/Gene/Abstract/OS/A/OsALDH7~OsALDH7B6~ALDH7B7
OsALKBH1	Os03g0816500	LOC_Os03g60190	data/Gene/Abstract/OS/A/OsALKBH1
OsALMT4	Os01g0221600	LOC_Os01g12210	data/Gene/Abstract/OS/A/OsALMT4
OsALMT7	Os02g0673100	LOC_Os02g45160	data/Gene/Abstract/OS/A/OsALMT7
OsALN	Os04g0680400	LOC_Os04g58390	data/Gene/Abstract/OS/A/OsALN
OsALS	Os02g0510200	LOC_Os02g30630	data/Gene/Abstract/OS/A/OsALS
OsALS1	Os03g0755100	LOC_Os03g54790	data/Gene/Abstract/OS/A/OsALS1
OsALYL1	Os01g0193900	LOC_Os01g09760	data/Gene/Abstract/A/ALYL1
OsAM1	Os03g0650400	LOC_Os03g44760	data/Gene/Abstract/OS/A/OsAM1
OsAMT1;1|OsAMT1.1	Os04g0509600	LOC_Os04g43070	data/Gene/Abstract/OS/A/OsAMT1;1~OsAMT1.1
OsAMT1;2|OsAMT1.2	Os02g0620600	LOC_Os02g40730	data/Gene/Abstract/OS/A/OsAMT1;2~OsAMT1.2
OsAMT1;3|OsAMT1.3	Os02g0620500	LOC_Os02g40710	data/Gene/Abstract/OS/A/OsAMT1;3~OsAMT1.3
OsAMT2;1	Os05g0468700	LOC_Os05g39240	data/Gene/Abstract/OS/A/OsAMT2;1
OsAMT2;3	Os01g0831900	LOC_Os01g61550	data/Gene/Abstract/OS/A/OsAMT2;3
OsANN1	Os02g0753800	LOC_Os02g51750	data/Gene/Abstract/OS/A/OsANN1
OsAns	Os01g0372500	LOC_Os01g27490	data/Gene/Abstract/OS/A/OsAns
OsAOC	Os03g0438100	LOC_Os03g32314	data/Gene/Abstract/OS/A/OsAOC
OsAOS1	Os03g0767000	LOC_Os03g55800	data/Gene/Abstract/OS/A/OsAOS1
OsAOS2	Os03g0225900	LOC_Os03g12500	data/Gene/Abstract/OS/A/OsAOS2
OsAOS3|OsHPL2	Os02g0218700	LOC_Os02g12680	data/Gene/Abstract/OS/H/OsHPL2
OsAOS4|OsHPL1	Os02g0218800	LOC_Os02g12690	data/Gene/Abstract/OS/A/OsAOS4~OsHPL1
OsAOX1b	Os04g0600300	LOC_Os04g51160	data/Gene/Abstract/OS/A/OsAOX1b
OsAOX1c|AOX1c	Os02g0700400	LOC_Os02g47200	data/Gene/Abstract/A/AOX1C
OsAP1	Os05g0137400	LOC_Os05g04630	data/Gene/Body/OS/A/OsAP1
OsAP19	Os02g0473200	LOC_Os02g27360	data/Gene/Body/OS/A/OsAP19
OsAP2-39	Os04g0610400	LOC_Os04g52090	data/Gene/Abstract/OS/A/OsAP2-39
OsAP23	Os03g0150200	LOC_Os03g05590	data/Gene/Abstract/OS/A/OsAP23
OsAP25	Os03g0186900	LOC_Os03g08790	data/Gene/Abstract/OS/A/OsAP25
OsAP37	Os04g0448500	LOC_Os04g37570	data/Gene/Abstract/OS/A/OsAP37
OsAP65	Os07g0592200	LOC_Os07g40260	data/Gene/Abstract/OS/A/OsAP65
OsAP77	Os10g0537800	LOC_Os10g39260	data/Gene/Abstract/OS/A/OsAP77
OsAPC6	Os03g0236900|Os03g0236966	LOC_Os03g13370	data/Gene/Abstract/OS/A/OsAPC6
OsAPI5	Os02g0313400	LOC_Os02g20930	data/Gene/Abstract/OS/A/OsAPI5
OsAPL1|OsAGPL3|OsAGPL1	Os03g0735000	LOC_Os03g52460	data/Gene/Abstract/OS/A/OsAPL1~OsAGPL1~OsAGPL3
OsAPL2|osagpl2-3|OsAGPL2|GIF2	Os01g0633100	LOC_Os01g44220	data/Gene/Abstract/OS/A/OsAPL2~osagpl2-3
OsAPL3	Os05g0580000	LOC_Os05g50380	data/Gene/Abstract/OS/A/OsAPL3
OsAPL4|OsAGPL4	Os07g0243200	LOC_Os07g13980	data/Gene/Abstract/OS/A/OsAPL4~OsAGPL4
OsAPS1|OsAGPS1	Os09g0298200	LOC_Os09g12660	data/Gene/Abstract/OS/A/OsAPS1~OsAGPS1
OsAPS2|OsAGPS2b	Os08g0345800	LOC_Os08g25734	data/Gene/Abstract/OS/A/OsAPS2~OsAGPS2b
OsAPT1|APRT	Os12g0589100	LOC_Os12g39860	data/Gene/Abstract/OS/A/OsAPT1~APRT
OsAPT2	Os04g0504000	LOC_Os04g42520	data/Gene/Abstract/OS/A/OsAPT2
OsAPX1|APXa	Os03g0285700	LOC_Os03g17690	data/Gene/Abstract/OS/A/OsAPX1~APXa
OsAPX2|APXb	Os07g0694700	LOC_Os07g49400	data/Gene/Abstract/OS/A/OsAPX2~APXb
OsAPX4	Os08g0549100	LOC_Os08g43560	data/Gene/Abstract/OS/A/OsAPX4
OsAPx8	Os02g0553200	LOC_Os02g34810	data/Gene/Abstract/OS/A/OsAPx8
OsARA1	Os06g0702500	LOC_Os06g48940	data/Gene/Body/OS/A/OsARA1
OsARAF1	Os07g0686900	LOC_Os07g48750	data/Gene/Abstract/OS/A/OsARAF1
OsARAF3	Os11g0131900	LOC_Os11g03730	data/Gene/Abstract/OS/A/OsARAF3
OsARC	Os01g0821800	LOC_Os01g60660	data/Gene/Abstract/OS/A/OsARC
OsARD|OsARD2	Os03g0161800	LOC_Os03g06620	data/Gene/Abstract/OS/A/OsARD~OsARD2
OsARD1	Os10g0419400	LOC_Os10g28350	data/Gene/Abstract/OS/A/OsARD1
OsARD4	Os10g0419500	LOC_Os10g28360	data/Gene/Abstract/OS/A/OsARD4
OsAREB8|OsAREB1|OsbZIP46|OsABF2|ABL1	Os06g0211200	LOC_Os06g10880	data/Gene/Abstract/OS/A/OsAREB1~OsbZIP46~OsABF2~ABL1
OsARF1	Os11g0523800	LOC_Os11g32110	data/Gene/Abstract/OS/A/OsARF1
OsARF11	Os04g0664400	LOC_Os04g56850	data/Gene/Abstract/OS/A/OsARF11
OsARF12	Os04g0671900	LOC_Os04g57610	data/Gene/Abstract/OS/A/OsARF12
OsARF16	Os06g0196700	LOC_Os06g09660	data/Gene/Abstract/OS/A/OsARF16
OsARF19	Os06g0702600	LOC_Os06g48950	data/Gene/Abstract/OS/A/OsARF19
OsARF24	Os12g0479400	LOC_Os12g29520	data/Gene/Abstract/OS/A/OsARF24
OsARF25	Os12g0613700	LOC_Os12g41950	data/Gene/Abstract/OS/A/OsARF25
OsARG	Os04g0106300	LOC_Os04g01590	data/Gene/Abstract/OS/A/OsARG
OsARID3	Os06g0622300	LOC_Os06g41730	data/Gene/Abstract/OS/A/OsARID3
OsARP|OsCTP	Os02g0465900	LOC_Os02g26700	data/Gene/Abstract/OS/A/OsARP~OsCTP
OsARP6	Os01g0269900	LOC_Os01g16414	data/Gene/Abstract/OS/A/OsARP6
OsAS2	Os06g0265000	LOC_Os06g15420	data/Gene/Body/A/ASN
OsASL1	Os03g0305500	LOC_Os03g19280	data/Gene/Abstract/OS/A/OsASL1
OsASN1|OsAS1	Os03g0291500	LOC_Os03g18130	data/Gene/Body/A/ASN1
OsAsp1	Os11g0184800	LOC_Os11g08200	data/Gene/Abstract/OS/A/OsAsp1
OsAT1	Os10g0195600	LOC_Os10g11980	data/Gene/Abstract/OS/A/OsAT1
OsAt10	Os06g0594600	LOC_Os06g39390	data/Gene/Abstract/OS/A/OsAt10
OsATG10b	Os12g0506800	LOC_Os12g32210	data/Gene/Abstract/OS/A/OsATG10b
OsAtg4	Os04g0682000	LOC_Os04g58560	data/Gene/Abstract/OS/A/OsAtg4
OsATG6a	Os01g0681400	LOC_Os01g48920	data/Gene/Body/A/ATG6A
OsATG7	Os01g0614900	LOC_Os01g42850	data/Gene/Abstract/OS/A/OsATG7
OsAtg8	Os07g0512200	LOC_Os07g32800	data/Gene/Abstract/OS/A/OsAtg8
OsATM3	Os06g0128300	LOC_Os06g03770	data/Gene/Abstract/OS/A/OsATM3
OsATX	Os01g0826000	LOC_Os01g61070	data/Gene/Abstract/OS/A/OsATX
OsATX1	Os08g0205400	LOC_Os08g10480	data/Gene/Abstract/OS/A/OsATX1
OsAUX1	Os01g0856500	LOC_Os01g63770	data/Gene/Abstract/OS/A/OsAUX1
OsAUX3	Os05g0447200	LOC_Os05g37470	data/Gene/Abstract/OS/A/OsAUX3
OsBADH2|fgr	Os08g0424500	LOC_Os08g32870	data/Gene/Abstract/OS/B/OsBADH2~fgr
OsBAG4	Os01g0831200	LOC_Os01g61500	data/Gene/Abstract/OS/B/OsBAG4
OsBBD1	Os01g0702000	LOC_Os01g50622	data/Gene/Body/OS/B/OsBBD1
OsBBI1	Os06g0125800	LOC_Os06g03580	data/Gene/Abstract/OS/B/OsBBI1
OsBBPI	Os01g0124401	LOC_Os01g03360	data/Gene/Abstract/OS/B/OsBBPI
OsBBS1|OsRLCK109	Os03g0364400	LOC_Os03g24930	data/Gene/Abstract/OS/B/OsBBS1
OsBBX14	Os05g0204600	LOC_Os05g11510	data/Gene/Abstract/OS/B/OsBBX14
OsBC1	Os09g0510500	LOC_Os09g33580	data/Gene/Abstract/OS/B/OsBC1
OsBC1L4	Os05g0386800	LOC_Os05g32110	data/Gene/Abstract/OS/B/OsBC1L4
OsBDG	Os06g0132450|Os06g0132500|Os06g0132550	LOC_Os06g04169	data/Gene/Abstract/OS/B/OsBDG
OsBDG1	Os11g0514400	LOC_Os11g31530	data/Gene/Abstract/OS/B/OsBDG1
OsBEIIb	Os02g0528200	LOC_Os02g32660	data/Gene/Abstract/OS/B/OsBEIIb
OsBGal1	Os03g0165400	LOC_Os03g06940	data/Gene/Abstract/OS/B/OsBGal1
OsBGal2	Os06g0573600	LOC_Os06g37560	data/Gene/Abstract/OS/B/OsBGal2
OsbHLH001|OsICE2	Os01g0928000	LOC_Os01g70310	data/Gene/Abstract/OS/I/OsICE2
OsbHLH004	Os10g0544200	LOC_Os10g39750	data/Gene/Body/OS/B/OsbHLH004
OsbHLH035	Os01g0159800	LOC_Os01g06640	data/Gene/Abstract/OS/B/OsbHLH035
OsbHLH1|OsbHLH062	Os07g0628500	LOC_Os07g43530	data/Gene/Abstract/OS/B/OsbHLH1
OsbHLH107	Os02g0805250	LOC_Os02g56140	data/Gene/Abstract/OS/B/OsbHLH107
OsbHLH133	Os12g0508500	LOC_Os12g32400	data/Gene/Abstract/OS/B/OsbHLH133
OsbHLH148	Os03g0741100	LOC_Os03g53020	data/Gene/Abstract/OS/B/OsbHLH148
OsbHLH153	Os03g0171700	LOC_Os03g07540	data/Gene/Abstract/OS/B/OsbHLH153
OsbHLH155	Os06g0724800	LOC_Os06g50900	data/Gene/Body/OS/B/OsbHLH155
OsbHLH59	Os02g0116600	LOC_Os02g02480	data/Gene/Abstract/OS/B/OsbHLH59
OsBI-1	Os02g0125300	LOC_Os02g03280	data/Gene/Abstract/OS/B/OsBI-1
OsBi1	None	None	data/Gene/Abstract/OS/B/OsBi1
OsBIABP1|SLAC1|OsSLAC1	Os04g0674700	LOC_Os04g57850	data/Gene/Abstract/S/SLAC1
OsBIANK1|XB25	Os09g0513000	LOC_Os09g33810	data/Gene/Abstract/X/XB25
OsBIDK1	Os04g0634700	LOC_Os04g54200	data/Gene/Abstract/OS/B/OsBIDK1
OsBIERF1|OsPP2C34	Os03g0761100	LOC_Os03g55320	data/Gene/Abstract/OS/B/OsBIERF1
OsBIERF2	None	None	data/Gene/Abstract/OS/B/OsBIERF2
OsBIERF4	Os03g0183300	LOC_Os03g08500	data/Gene/Abstract/OS/B/OsBIERF4
OsBIHD1	Os03g0680800	LOC_Os03g47740	data/Gene/Abstract/OS/B/OsBIHD1
OsBip1	Os02g0115900	LOC_Os02g02410	data/Gene/Abstract/OS/B/OsBip1
OsBIP116b	Os07g0185432	LOC_Os07g08790	data/Gene/Body/OS/B/OsBIP116b
OsBiP2|Bip2	Os03g0710500	LOC_Os03g50250	data/Gene/Body/OS/B/OsBiP2~Bip2
OsBiP3|BiP3	Os05g0367800	LOC_Os05g30480	data/Gene/Body/OS/B/OsBiP3~BiP3
OsBiP4	Os05g0428600	LOC_Os05g35400	data/Gene/Abstract/OS/B/OsBiP4
OsBiP5	Os08g0197700	LOC_Os08g09770	data/Gene/Abstract/OS/B/OsBiP5
OsBIPP2C1	Os03g0192500	LOC_Os03g09220	data/Gene/Body/OS/B/OsBIPP2C1
OsBIRF1	Os02g0743100	LOC_Os02g50930	data/Gene/Abstract/OS/B/OsBIRF1
OsBIRH1	Os03g0108600	LOC_Os03g01830	data/Gene/Abstract/OS/B/OsBIRH1
OsBISAMT1	Os11g0256900	LOC_Os11g15040	data/Gene/Abstract/OS/B/OsBISAMT1
OsBISCPL1	Os08g0560500	LOC_Os08g44640	data/Gene/Abstract/OS/B/OsBISCPL1
OsBISERK1|OsSERK1|OsBAK1|TBP1	Os08g0174700	LOC_Os08g07760	data/Gene/Abstract/OS/S/OsSERK1~OsBAK1
OsBLE1	Os05g0122900	LOC_Os05g03150	data/Gene/Abstract/OS/B/OsBLE1
OsBLE2	Os07g0650600	LOC_Os07g45570	data/Gene/Abstract/OS/B/OsBLE2
OsBLE3	Os05g0245300	LOC_Os05g15630	data/Gene/Abstract/OS/B/OsBLE3
OsBLH1	Os12g0160500	LOC_Os12g06340	data/Gene/Abstract/OS/B/OsBLH1
OsBLH6	Os03g0165300	LOC_Os03g06930	data/Gene/Abstract/OS/B/OsBLH6
OsBON1	Os02g0521300	LOC_Os02g32160	data/Gene/Abstract/OS/B/OsBON1
OsBON3	Os05g0373300	LOC_Os05g30970	data/Gene/Abstract/OS/B/OsBON3
OsBOR1	Os12g0566000	LOC_Os12g37840	data/Gene/Abstract/OS/B/OsBOR1
OsBOR4	Os05g0176800	LOC_Os05g08430	data/Gene/Abstract/OS/B/OsBOR4
OsBP-73	Os03g0183100	LOC_Os03g08480	data/Gene/Abstract/OS/B/OsBP-73
OsBphi262	Os05g0402900	LOC_Os05g33400	data/Gene/Abstract/OS/B/OsBphi262
OsBRL1	Os09g0293500	LOC_Os09g12240	data/Gene/Abstract/OS/B/OsBRL1
OsBRL2	Os10g0114400	LOC_Os10g02500	data/Gene/Abstract/OS/B/OsBRL2
OsBRL3	Os08g0342300	LOC_Os08g25380	data/Gene/Abstract/OS/B/OsBRL3
OsBRR1	Os03g0228800	LOC_Os03g12730	data/Gene/Abstract/OS/B/OsBRR1
OsBRXL1	Os02g0700700	LOC_Os02g47230	data/Gene/Abstract/OS/B/OsBRXL1
OsBRXL2	Os03g0853500	LOC_Os03g63650	data/Gene/Abstract/OS/B/OsBRXL2
OsBRXL3	Os04g0600500	LOC_Os04g51172	data/Gene/Abstract/OS/B/OsBRXL3
OsBRXL4	Os08g0462700	LOC_Os08g36020	data/Gene/Abstract/OS/B/OsBRXL4
OsBRXL5	Os09g0444500|Os09g0444600	LOC_Os09g27230|LOC_Os09g27220	data/Gene/Abstract/OS/B/OsBRXL5
OsBRXL6	Os12g0193000	LOC_Os12g09080	data/Gene/Abstract/OS/B/OsBRXL6
OsBSK1-2	Os10g0542800	LOC_Os10g39670	data/Gene/Abstract/OS/B/OsBSK1-2
OsBSK3	Os04g0684200	LOC_Os04g58750	data/Gene/Abstract/OS/B/OsBSK3
OsBT	Os01g0908200	LOC_Os01g68020	data/Gene/Abstract/OS/B/OsBT
OsBT1-1|OsBT1	Os02g0202400	LOC_Os02g10800	data/Gene/Abstract/B/BT1-1
OsBT1-2	Os05g0171300	LOC_Os05g07900	data/Gene/Body/B/BT1-2
OsBT1-3	Os06g0602700	LOC_Os06g40050	data/Gene/Body/B/BT1-3
OsBTF3|Osj10gBTF3	Os10g0483000	LOC_Os10g34180	data/Gene/Abstract/OS/B/OsBTF3~Osj10gBTF3
OsBURP16	Os10g0409400	LOC_Os10g26940	data/Gene/Abstract/OS/B/OsBURP16
OSBZ8|OsbZIP05	Os01g0658900	LOC_Os01g46970	data/Gene/Abstract/OS/B/OSBZ8~OsbZIP05
OsbZIP01	Os01g0174000	LOC_Os01g07880	data/Gene/Abstract/OS/B/OsbZIP01
OsbZIP16	Os02g0191600	LOC_Os02g09830	data/Gene/Abstract/OS/B/OsbZIP16
OsbZIP23	Os02g0766700	LOC_Os02g52780	data/Gene/Abstract/OS/B/OsbZIP23
OsbZIP28|OsbZIP1	Os03g0318600	LOC_Os03g20310	data/Gene/Abstract/OS/B/OsbZIP28~OsbZIP1
OsbZIP39	Os05g0411300	LOC_Os05g34050	data/Gene/Abstract/OS/B/OsbZIP39
OsbZIP48	Os06g0601500	LOC_Os06g39960	data/Gene/Abstract/OS/B/OsbZIP48
OsbZIP50|OsbZIP74	Os06g0622700	LOC_Os06g41770	data/Gene/Abstract/OS/B/OsbZIP50~OsbZIP74
OsbZIP52|RISBZ5	Os06g0662200	LOC_Os06g45140	data/Gene/Abstract/OS/B/OsbZIP52~RISBZ5
OsbZIP60	Os07g0644100	LOC_Os07g44950	data/Gene/Abstract/OS/B/OsbZIP60
OsbZIP71	Os09g0306400	LOC_Os09g13570	data/Gene/Abstract/OS/B/OsbZIP71
OsbZIP72	Os09g0456200	LOC_Os09g28310	data/Gene/Abstract/OS/B/OsbZIP72
OsbZIP79|OsTGA911	Os11g0152700	LOC_Os11g05480	data/Gene/Abstract/OS/B/OsbZIP79
OsBZR1	Os07g0580500	LOC_Os07g39220	data/Gene/Abstract/OS/B/OsBZR1
OsC1	Os06g0205100	LOC_Os06g10350	data/Gene/Abstract/OS/C/OsC1
OsC3'H1	Os05g0494000	LOC_Os05g41440	data/Gene/Abstract/OS/C/OsC3'H1
OsC3H47	Os07g0138400	LOC_Os07g04580	data/Gene/Abstract/OS/C/OsC3H47
OSC4	Os08g0546300	LOC_Os08g43290	data/Gene/Abstract/OS/C/OSC4
OsC6	Os11g0582500	LOC_Os11g37280	data/Gene/Abstract/OS/C/OsC6
OsCA1|OsbetaCA1	Os01g0639900	LOC_Os01g45274	data/Gene/Abstract/OS/C/OsCA1
OsCAB1R	Os09g0346500	LOC_Os09g17740	data/Gene/Abstract/OS/C/OsCAB1R
OsCAld5H1|CYP84A5	Os10g0512400	LOC_Os10g36848	data/Gene/Abstract/OS/C/OsCAld5H1
OsCaM	Os04g0444200	LOC_Os04g36660	data/Gene/Abstract/C/CAM
OsCam1-1	Os03g0319300	LOC_Os03g20370	data/Gene/Abstract/OS/C/OsCam1-1
OsCam1-2|OsCam1	Os07g0687200	LOC_Os07g48780	data/Gene/Abstract/OS/C/OsCam1-2~OsCam1
OsCam1-3|OsCaM1-3	Os01g0267900	LOC_Os01g16240	data/Gene/Abstract/OS/C/OsCam1-3~OsCaM1-3
OsCam2	Os05g0491100	LOC_Os05g41210	data/Gene/Abstract/OS/C/OsCam2
OsCam3	Os01g0279300	LOC_Os01g17190	data/Gene/Abstract/OS/C/OsCam3
OsCaM61	Os01g0810300	LOC_Os01g59530	data/Gene/Abstract/OS/C/OsCaM61
OsCAND1	Os02g0167700	LOC_Os02g07120	data/Gene/Abstract/OS/C/OsCAND1
OsCAO1|PGL	Os10g0567400	LOC_Os10g41780	data/Gene/Abstract/OS/C/OsCAO1
OsCAO2	Os10g0567100	LOC_Os10g41760	data/Gene/Abstract/OS/C/OsCAO2
OsCAS	Os04g0165700	LOC_Os04g08350	data/Gene/Abstract/OS/C/OsCAS
OsCATA	Os02g0115700	LOC_Os02g02400	data/Gene/Abstract/OS/C/OsCATA
OsCatB	Os05g0310500	LOC_Os05g24550	data/Gene/Body/OS/C/OsCatB
OsCATB	Os06g0727200	LOC_Os06g51150	data/Gene/Abstract/OS/C/OsCATB
OsCATC|noe1	Os03g0131200	LOC_Os03g03910	data/Gene/Abstract/OS/C/OsCATC~noe1
OsCAX1a	Os01g0557500	LOC_Os01g37690	data/Gene/Abstract/OS/C/OsCAX1a
OsCBK	Os03g0366200	LOC_Os03g25070	data/Gene/Abstract/OS/C/OsCBK
OsCBL1	Os10g0564800	LOC_Os10g41510	data/Gene/Abstract/OS/C/OsCBL1
OsCBL10	Os01g0711500	LOC_Os01g51420	data/Gene/Abstract/OS/C/OsCBL10
OsCBL2	Os12g0597000	LOC_Os12g40510	data/Gene/Abstract/OS/C/OsCBL2
OsCBL8	Os02g0291400	LOC_Os02g18930	data/Gene/Abstract/OS/C/OsCBL8
OsCBP	Os12g0137100	LOC_Os12g04240	data/Gene/Abstract/OS/C/OsCBP
OsCBSCBSPB4	Os12g0169400	LOC_Os12g07190	data/Gene/Abstract/OS/C/OsCBSCBSPB4
OsCBSIMPDH1|OsCBSIMPDH1a|OsCBSIMPDH1b	Os03g0780500	LOC_Os03g56800	data/Gene/Body/OS/C/OsCBSIMPDH1~OsCBSIMPDH1a~OsCBSIMPDH1b
OsCBSPPR1	Os09g0431600	LOC_Os09g26190	data/Gene/Body/OS/C/OsCBSPPR1
OsCBSSIS1	Os02g0158300	LOC_Os02g06360	data/Gene/Body/OS/C/OsCBSSIS1
OsCBSX3	Os02g0818000	LOC_Os02g57280	data/Gene/Abstract/OS/C/OsCBSX3
OsCBSX4	Os03g0737000	LOC_Os03g52690	data/Gene/Abstract/OS/C/OsCBSX4
OsCBT	Os07g0490200	LOC_Os07g30774	data/Gene/Abstract/OS/C/OsCBT
OsCc1	Os05g0420600	LOC_Os05g34770	data/Gene/Abstract/OS/C/OsCc1
OsCCaMK|OsDMI3	Os05g0489900	LOC_Os05g41090	data/Gene/Abstract/OS/D/OsDMI3
OsCCC1	Os08g0323700	LOC_Os08g23440	data/Gene/Abstract/OS/C/OsCCC1
OsCCC2	Os01g0304100	LOC_Os01g19850	data/Gene/Body/OS/C/OsCCC2
OsCCD1	Os12g0640600	LOC_Os12g44310	data/Gene/Abstract/OS/C/OsCCD1
OsCCR1	Os02g0808800	LOC_Os02g56460	data/Gene/Abstract/OS/C/OsCCR1
OsCCR4a	Os10g0412100	LOC_Os10g27230	data/Gene/Abstract/OS/C/OsCCR4a
OsCCR4b	Os03g0166800	LOC_Os03g07080	data/Gene/Abstract/OS/C/OsCCR4b
OsCCS52A|TAD|TE	Os03g0123300	LOC_Os03g03150	data/Gene/Abstract/OS/C/OsCCS52A
OsCCS52B	Os01g0972900	LOC_Os01g74146	data/Gene/Abstract/OS/C/OsCCS52B
OsCCT01	Os01g0835700	LOC_Os01g61900	data/Gene/Abstract/OS/C/OsCCT01
OsCCT11	Os03g0284100	LOC_Os03g17570	data/Gene/Abstract/OS/C/OsCCT11
OsCCT19	Os06g0103000	LOC_Os06g01340	data/Gene/Abstract/OS/C/OsCCT19
OsCCX2	Os03g0656500	LOC_Os03g45370	data/Gene/Abstract/OS/C/OsCCX2
OsCD1|OsCSLD4|NRL1|ND1|sle1|DNL1	Os12g0555600	LOC_Os12g36890	data/Gene/Abstract/OS/C/OsCSLD4~NRL1~ND1~sle1
OsCDase	Os01g0624000	LOC_Os01g43520	data/Gene/Abstract/OS/C/OsCDase
OsCDC27	Os06g0622500	LOC_Os06g41750	data/Gene/Abstract/OS/C/OsCDC27
OsCDC48	Os03g0151800	LOC_Os03g05730	data/Gene/Abstract/OS/C/OsCDC48
OsCDPK1|OsCDPK13|OsCDPK11|OsCPK11|OsCDPK12	Os03g0128700	LOC_Os03g03660	data/Gene/Abstract/OS/C/OsCDPK11~OsCPK11
OsCDPK2|OsCPK2	Os07g0515100	LOC_Os07g33110	data/Gene/Abstract/OS/C/OsCDPK2~OsCPK2
OsCDPK7	Os04g0584600	LOC_Os04g49510	data/Gene/Abstract/OS/C/OsCDPK7
OsCDR1	Os01g0178600	LOC_Os01g08330	data/Gene/Abstract/OS/C/OsCDR1
OsCDS5	Os01g0832000	LOC_Os01g61560	data/Gene/Abstract/OS/C/OsCDS5
OsCDT1|OsCDT2	Os06g0143100	LOC_Os06g05120	data/Gene/Abstract/OS/C/OsCDT1~OsCDT2
OsCDT3	Os01g0178300	LOC_Os01g08300	data/Gene/Abstract/OS/C/OsCDT3
OsCel9A|OsGLU5	Os01g0220100	LOC_Os01g12070	data/Gene/Abstract/OS/C/OsCel9A~OsGLU5
OsCEP6.1	Os08g0475500	LOC_Os08g37070	data/Gene/Abstract/OS/C/OsCEP6.1
OsCER1	Os02g0621300	LOC_Os02g40784	data/Gene/Body/OS/C/OsCER1
OsCER2	Os04g0611200	LOC_Os04g52164	data/Gene/Abstract/OS/C/OsCER2
OsCERK	Os02g0656200	LOC_Os02g43912|LOC_Os02g43906	data/Gene/Abstract/OS/C/OsCERK
OsCERK1	Os08g0538300	LOC_Os08g42580	data/Gene/Abstract/OS/C/OsCERK1
OsCesA4|Bc7|bc11	Os01g0750300	LOC_Os01g54620	data/Gene/Abstract/OS/C/OsCesA4~Bc7~bc11
OsCesA7	Os10g0467800	LOC_Os10g32980	data/Gene/Abstract/OS/C/OsCesA7
OsCesA8	Os07g0208500	LOC_Os07g10770	data/Gene/Abstract/OS/C/OsCesA8
OsCGT	Os06g0288300	LOC_Os06g18010	data/Gene/Abstract/OS/C/OsCGT
OsChI1	Os01g0827300	LOC_Os01g61160	data/Gene/Abstract/OS/C/OsChI1
OsChia4a	Os04g0494100	LOC_Os04g41680	data/Gene/Abstract/OS/C/OsChia4a
OsCHL	Os10g0419600	LOC_Os10g28370	data/Gene/Abstract/C/CHL
OsCHLH	Os03g0323200	LOC_Os03g20700	data/Gene/Abstract/OS/C/OsCHLH
OsCHR4	None	LOC_Os07g03450	data/Gene/Abstract/OS/C/OsCHR4
OsCHS	Os05g0574600	LOC_Os05g49900	data/Gene/Body/OS/C/OsCHS
OsCHX14	Os05g0276100	LOC_Os05g19500	data/Gene/Abstract/OS/C/OsCHX14
OsCIA	Os10g0159700	LOC_Os10g07210	data/Gene/Abstract/OS/C/OsCIA
OsCIN1	Os02g0534400	LOC_Os02g33110	data/Gene/Abstract/OS/C/OsCIN1
OsCIPK12	Os01g0759400	LOC_Os01g55450	data/Gene/Abstract/OS/C/OsCIPK12
OsCIPK14	Os12g0113500	LOC_Os12g02200	data/Gene/Abstract/OS/C/OsCIPK14
OsCIPK15	Os11g0113700	LOC_Os11g02240	data/Gene/Abstract/OS/C/OsCIPK15
OsCIPK23	Os07g0150700	LOC_Os07g05620	data/Gene/Abstract/OS/C/OsCIPK23
OsCIPK30	Os01g0759200	LOC_Os01g55440	data/Gene/Abstract/OS/C/OsCIPK30
OsCK1|OsCIPK31|CIPK03	Os03g0319400	LOC_Os03g20380	data/Gene/Abstract/OS/C/CIPK03~OsCIPK31
OsCKT1|OHK5|OsHk6	Os02g0738400	LOC_Os02g50480	data/Gene/Abstract/O/OHK5~OsHk6
OsCKX4	Os01g0940000	LOC_Os01g71310	data/Gene/Abstract/OS/C/OsCKX4
OsCLC-1	None	None	data/Gene/Abstract/OS/C/OsCLC-1
OsCLC-2	Os02g0558100	LOC_Os02g35190	data/Gene/Abstract/OS/C/OsCLC-2
OsCLC1	Os01g0876100	LOC_Os01g65500	data/Gene/Abstract/OS/C/OsCLC1
OsCLF|SDG711	Os06g0275500	LOC_Os06g16390	data/Gene/Abstract/OS/C/OsCLF
