Symbol	RAPdb	MSU	path
			data/Family/O/Oryza_sativa_peptides
			data/Family/O/Oryza_sativa_peptides
			data/Family/O/Oryza_sativa_peptides
			data/Family/O/Oryza_sativa_peptides
ABCA1	Os02g0211000	LOC_Os02g11960	data/Family/A/ABCA
ABCA2	Os06g0589300	LOC_Os06g38950	data/Family/A/ABCA
ABCA3	Os08g0398000	LOC_Os08g30740	data/Family/A/ABCA
ABCA4	Os08g0398300	LOC_Os08g30770	data/Family/A/ABCA
ABCA5	Os08g0398350	LOC_Os08g30780	data/Family/A/ABCA
ABCA6	Os09g0360900	None	data/Family/A/ABCA
ABCB10	Os02g0323000	LOC_Os02g21750	data/Family/A/ABCB
ABCB13	Os03g0280000	LOC_Os03g17180	data/Family/A/ABCB
ABCB18	Os05g0548300	LOC_Os05g47490	data/Family/A/ABCB
ABCB19	Os05g0548500	LOC_Os05g47500	data/Family/A/ABCB
ABCB23	Os06g0128300	LOC_Os06g03770	data/Family/A/ABCB
ABCB24	Os01g0911300	LOC_Os01g68330	data/Family/A/ABCB
ABCB26	Os07g0464600	LOC_Os07g28090	data/Family/A/ABCB
ABCB27	Os04g0413000	LOC_Os04g33700	data/Family/A/ABCB
ABCB9	Os02g0190300	LOC_Os02g09720	data/Family/A/ABCB
ABCD1	Os01g0218700	LOC_Os01g11946	data/Family/A/ABCD
ABCD2	Os01g0966100	LOC_Os01g73530	data/Family/A/ABCD
ABCD3	Os05g0107600	LOC_Os05g01700	data/Family/A/ABCD
ABCE1	Os02g0282900	LOC_Os02g18180	data/Family/A/ABCE1
ABCF1	Os02g0826500	LOC_Os02g58020	data/Family/A/ABCF
ABCF2	Os03g0441500	LOC_Os03g32630	data/Family/A/ABCF
ABCF3	Os04g0658400	LOC_Os04g56330	data/Family/A/ABCF
ABCF4	Os08g0564100	LOC_Os08g45010	data/Family/A/ABCF
ABCF5	Os09g0572400	LOC_Os09g39910	data/Family/A/ABCF
ABCF6	Os11g0603200	LOC_Os11g39020	data/Family/A/ABCF
ABCI1	Os04g0627200	LOC_Os04g53550	data/Family/A/ABCI
ABCI10	Os04g0553000	LOC_Os04g46700	data/Family/A/ABCI
ABCI11	Os01g0974000	LOC_Os01g74280	data/Family/A/ABCI
ABCI13	Os01g0614700	LOC_Os01g42830	data/Family/A/ABCI
ABCI14	Os02g0810300	LOC_Os02g56550	data/Family/A/ABCI
ABCI15	Os03g0316900	LOC_Os03g20170	data/Family/A/ABCI
ABCI16	Os10g0476000	LOC_Os10g33630	data/Family/A/ABCI
ABCI4	Os01g0127300	LOC_Os01g03650	data/Family/A/ABCI
ABCI5	Os01g0830000	LOC_Os01g61400	data/Family/A/ABCI
ABCI6	Os01g0770500	LOC_Os01g56400	data/Family/A/ABCI
ABCI7	Os11g0490800	LOC_Os11g29850	data/Family/A/ABCI
ABCI8	Os05g0400600	LOC_Os05g33230	data/Family/A/ABCI
ABCI9	Os03g0670100	LOC_Os03g46740	data/Family/A/ABCI
ACR5	Os03g0598100	LOC_Os03g40100	data/Family/A/ACR
ACR6	Os04g0391500	LOC_Os04g32110	data/Family/A/ACR
ACR8	Os08g0533600	LOC_Os08g42100	data/Family/A/ACR
AGP1	Os08g0482300	LOC_Os08g37630	data/Family/A/AGP
AGP10	Os08g0490400	LOC_Os08g38250	data/Family/A/AGP
AGP12	Os01g0110200	LOC_Os01g02010	data/Family/A/AGP
AGP14	Os01g0559900	LOC_Os01g37950	data/Family/A/AGP
AGP15	Os01g0592500	LOC_Os01g40950	data/Family/A/AGP
AGP16	Os01g0657000	LOC_Os01g46850	data/Family/A/AGP
AGP17	Os01g0756900	LOC_Os01g55220	data/Family/A/AGP
AGP19	Os01g0778400	LOC_Os01g57040	data/Family/A/AGP
AGP2	Os01g0937900	LOC_Os01g71170	data/Family/A/AGP
AGP20	Os02g0264800	LOC_Os02g16500	data/Family/A/AGP
AGP21	Os02g0718600	LOC_Os02g48710	data/Family/A/AGP
AGP22	Os02g0718100	None	data/Family/A/AGP
AGP23	Os05g0217000	LOC_Os05g12580	data/Family/A/AGP
AGP24	Os06g0318800	None	data/Family/A/AGP
AGP25	Os06g0318900	None	data/Family/A/AGP
AGP26	Os06g0505700	LOC_Os06g30920	data/Family/A/AGP
AGP27	Os07g0573900	LOC_Os07g38630	data/Family/A/AGP
AGP29	Os01g0607100	LOC_Os01g42210	data/Family/A/AGP
AGP3	Os03g0188500	None	data/Family/A/AGP
AGP30	Os02g0196100	LOC_Os02g10240	data/Family/A/AGP
AGP31	Os03g0852400	LOC_Os03g63540	data/Family/A/AGP
AGP4	Os04g0450701	LOC_Os04g37770	data/Family/A/AGP
AGP5	Os04g0545250	None	data/Family/A/AGP
AGP6	Os05g0443200	LOC_Os05g37110	data/Family/A/AGP
AGP7	Os06g0284900	LOC_Os06g17450	data/Family/A/AGP
AGP9	Os10g0377150	None	data/Family/A/AGP
AM1	Os04g0134800	LOC_Os04g04750	data/Family/A/AM
AM10	Os05g0289700	LOC_Os05g22300	data/Family/A/AM
AM11	Os06g0305400	LOC_Os06g20110	data/Family/A/AM
AM11	Os06g0305400	LOC_Os06g20120	data/Family/A/AM
AM15	Os01g0782901	LOC_Os01g57390	data/Family/A/AM
AM20	Os04g0280600	LOC_Os04g21160	data/Family/A/AM
AM24	Os02g0124300	LOC_Os02g03190	data/Family/A/AM
AM25	Os06g0552700	LOC_Os06g35930	data/Family/A/AM
AM26	Os12g0487250	None	data/Family/A/AM
AM29	Os06g0535900	LOC_Os06g34470	data/Family/A/AM
AM3	Os01g0783000	LOC_Os01g57400	data/Family/A/AM
AM31	Os02g0124000	LOC_Os02g03150	data/Family/A/AM
AM39	Os04g0207600	LOC_Os04g13090	data/Family/A/AM
AM42	Os03g0582300	LOC_Os03g38600	data/Family/A/AM
AMT2;2	Os01g0831300	LOC_Os01g61510	data/Family/A/AMT
AMT3;1	Os01g0870300	LOC_Os01g65000	data/Family/A/AMT
AMT3;1	Os01g0870300	LOC_Os01g64990	data/Family/A/AMT
AMT3;2	Os03g0838400	LOC_Os03g62200	data/Family/A/AMT
AMT3;3	Os02g0550800	LOC_Os02g34580	data/Family/A/AMT
AMT4;1	Os03g0749000	LOC_Os03g53780	data/Family/A/AMT
AMT5;1	Os12g0105100	LOC_Os12g01420	data/Family/A/AMT
AMT5;2	Os11g0105300	LOC_Os11g01410	data/Family/A/AMT
AP2;EREBP101	Os06g0197600	LOC_Os06g09717	data/Family/A/AP2
AP2;EREBP109	Os08g0442400	LOC_Os08g34360	data/Family/A/AP2
AP2;EREBP127	Os01g0693400	LOC_Os01g49830	data/Family/A/AP2
AP2;EREBP129	Os01g0141000	LOC_Os01g04800	data/Family/A/AP2
AP2;EREBP131	Os11g0129700	LOC_Os11g03540	data/Family/A/AP2
AP2;EREBP139	Os02g0767800	None	data/Family/A/AP2
AP2;EREBP153	Os09g0423800	LOC_Os09g25600	data/Family/A/AP2
AP2;EREBP155	Os12g0126300	LOC_Os12g03290	data/Family/A/AP2
AP2;EREBP22	Os02g0747600	LOC_Os02g51300	data/Family/A/AP2
AP2;EREBP52	Os05g0536250	LOC_Os05g45954	data/Family/A/AP2
AP2;EREBP59	Os06g0639200	LOC_Os06g43220	data/Family/A/AP2
AP2;EREBP68	Os08g0171100	LOC_Os08g07440	data/Family/A/AP2
AP2;EREBP77	Os01g0140700	LOC_Os01g04750	data/Family/A/AP2
AP2;EREBP79	Os01g0813300	LOC_Os01g59780	data/Family/A/AP2
AP2;EREBP85	Os03g0165200	LOC_Os03g06920	data/Family/A/AP2
AP2;EREBP86	Os03g0313100	LOC_Os03g19900	data/Family/A/AP2
AP2;EREBP92	Os05g0356201	LOC_Os05g28800	data/Family/A/AP2
AP2;EREBP96	Os05g0549800	LOC_Os05g47650	data/Family/A/AP2
AP2;EREBP99	Os06g0145700	LOC_Os06g05340	data/Family/A/AP2
APX3	Os04g0223300	LOC_Os04g14680	data/Family/A/APX
APX4	Os08g0549100	LOC_Os08g43560	data/Family/A/APX
APX5	Os12g0178200	LOC_Os12g07830	data/Family/A/APX
APX6	Os12g0178100	LOC_Os12g07820	data/Family/A/APX
APX7	Os04g0434800	LOC_Os04g35520	data/Family/A/APX
ARF10	Os06g0685700	LOC_Os06g47150	data/Family/A/ARF
ARF13	Os04g0690600	LOC_Os04g59430	data/Family/A/ARF
ARF14	Os05g0515400	LOC_Os05g43920	data/Family/A/ARF
ARF16	Os01g0236300	LOC_Os01g13520	data/Family/A/ARF
ARF17	Os06g0677800	LOC_Os06g46410	data/Family/A/ARF
ARF2	Os01g0927600	LOC_Os01g70270	data/Family/A/ARF
ARF20	Os07g0183100	LOC_Os07g08520	data/Family/A/ARF
ARF22	Os10g0479900	LOC_Os10g33940	data/Family/A/ARF
ARF24	Os12g0479400	LOC_Os12g29520	data/Family/A/ARF
ARF3	Os01g0753500	LOC_Os01g54990	data/Family/A/ARF
ARF5	Os02g0141100	LOC_Os02g04810	data/Family/A/ARF
ARF6A	Os02g0164900	LOC_Os02g06910	data/Family/A/ARF
ARF7	Os02g0557200	LOC_Os02g35140	data/Family/A/ARF
ARF7A	Os06g0702600	LOC_Os06g48950	data/Family/A/ARF
ARF7B	Os08g0520500	LOC_Os08g40900	data/Family/A/ARF
ARF9	Os04g0442000	LOC_Os04g36054	data/Family/A/ARF
ATG10A	Os04g0497350	LOC_Os04g41990	data/Family/A/ATG
ATG12	Os06g0205000	LOC_Os06g10340	data/Family/A/ATG
ATG13A	Os02g0644500	LOC_Os02g43040	data/Family/A/ATG
ATG13B	Os04g0538700	LOC_Os04g45570	data/Family/A/ATG
ATG16	Os09g0497700	LOC_Os09g32250	data/Family/A/ATG
ATG18A	Os02g0791800	LOC_Os02g54910	data/Family/A/ATG
ATG18B	Os01g0168500	LOC_Os01g07400	data/Family/A/ATG
ATG18C	Os01g0934000	LOC_Os01g70780	data/Family/A/ATG
ATG18D	Os05g0169200	LOC_Os05g07710	data/Family/A/ATG
ATG18E	Os01g0786900	LOC_Os01g57720	data/Family/A/ATG
ATG18F	Os05g0405900	LOC_Os05g33610	data/Family/A/ATG
ATG1A	Os03g0268200	LOC_Os03g16130	data/Family/A/ATG
ATG1B	Os03g0289100	LOC_Os03g17980	data/Family/A/ATG
ATG3A	Os01g0200000	LOC_Os01g10290	data/Family/A/ATG
ATG3B	Os10g0560450	LOC_Os10g41110	data/Family/A/ATG
ATG4A	Os03g0391000	LOC_Os03g27350	data/Family/A/ATG
ATG5	Os02g0117800	LOC_Os02g02570	data/Family/A/ATG
ATG7	Os01g0614900	LOC_Os01g42850	data/Family/A/ATG
ATG8B	Os04g0624000	LOC_Os04g53240	data/Family/A/ATG
ATG8C	Os08g0191600	LOC_Os08g09240	data/Family/A/ATG
ATG8D	Os02g0529150	LOC_Os02g32700	data/Family/A/ATG
ATG8E	Os11g0100100	LOC_Os11g01010	data/Family/A/ATG
ATG9A	Os03g0248000	LOC_Os03g14380	data/Family/A/ATG
ATG9B	Os10g0163100	LOC_Os10g07994	data/Family/A/ATG
BAG1	Os09g0524800	LOC_Os09g35630	data/Family/B/BAG
BAG2	Os08g0546100	LOC_Os08g43270	data/Family/B/BAG
BAG3	Os06g0126500	LOC_Os06g03640	data/Family/B/BAG
BAG4	Os01g0831200	LOC_Os01g61500	data/Family/B/BAG
BAG5	Os11g0506800	LOC_Os11g31060	data/Family/B/BAG
BAG6	Os02g0719700	LOC_Os02g48780	data/Family/B/BAG
BGAL10	Os08g0549200	LOC_Os08g43570	data/Family/B/BGAL
BGAL11	Os09g0539200	LOC_Os09g36810	data/Family/B/BGAL
BGAL12	Os10g0330600	LOC_Os10g18400	data/Family/B/BGAL
BGAL13	Os12g0429200	LOC_Os12g24170	data/Family/B/BGAL
BGAL14	Os10g0340600	LOC_Os10g19960	data/Family/B/BGAL
BGAL15	Os06g0628500	LOC_Os06g42310	data/Family/B/BGAL
BGAL3	Os01g0580200	LOC_Os01g39830	data/Family/B/BGAL
BGAL4	Os01g0875500	LOC_Os01g65460	data/Family/B/BGAL
BGAL5	Os01g0533400	LOC_Os01g34920	data/Family/B/BGAL
BGAL6	Os05g0428100	LOC_Os05g35360	data/Family/B/BGAL
BGAL7	Os02g0219200	LOC_Os02g12730	data/Family/B/BGAL
BGAL8	Os03g0255100	LOC_Os03g15020	data/Family/B/BGAL
BGAL9	Os05g0539400	LOC_Os05g46200	data/Family/B/BGAL
BGLU10	Os04g0474500	LOC_Os04g39840	data/Family/B/BGLU
BGLU11	Os04g0474700	LOC_Os04g39864	data/Family/B/BGLU
BGLU14	Os04g0513100	LOC_Os04g43360	data/Family/B/BGLU
BGLU16	Os04g0513400	LOC_Os04g43390	data/Family/B/BGLU
BGLU17	Os04g0513700	LOC_Os04g43400	data/Family/B/BGLU
BGLU18	Os04g0513900	LOC_Os04g43410	data/Family/B/BGLU
BGLU19	Os05g0365600	LOC_Os05g30250	data/Family/B/BGLU
BGLU2	Os01g0813700	LOC_Os01g59819	data/Family/B/BGLU
BGLU20	Os05g0365700	LOC_Os05g30280	data/Family/B/BGLU
BGLU21	Os05g0366000	LOC_Os05g30300	data/Family/B/BGLU
BGLU22	Os05g0366600	LOC_Os05g30350	data/Family/B/BGLU
BGLU23	Os05g0366800	LOC_Os05g30390	data/Family/B/BGLU
BGLU24	Os06g0320200	LOC_Os06g21570	data/Family/B/BGLU
BGLU25	Os06g0683300	LOC_Os06g46940	data/Family/B/BGLU
BGLU26	Os07g0656200	LOC_Os07g46280	data/Family/B/BGLU
BGLU27	Os08g0509200	LOC_Os08g39860	data/Family/B/BGLU
BGLU28	Os08g0509400	LOC_Os08g39870	data/Family/B/BGLU
BGLU29	Os09g0490400	LOC_Os09g31410	data/Family/B/BGLU
BGLU3	Os01g0813800	LOC_Os01g59840	data/Family/B/BGLU
BGLU30	Os09g0491100	LOC_Os09g31430	data/Family/B/BGLU
BGLU32	Os09g0511700	LOC_Os09g33690	data/Family/B/BGLU
BGLU33	Os09g0511900	LOC_Os09g33710	data/Family/B/BGLU
BGLU34	Os10g0323500	LOC_Os10g17650	data/Family/B/BGLU
BGLU35	Os11g0184300	LOC_Os11g08120	data/Family/B/BGLU
BGLU36	Os11g0683500	LOC_Os11g45710	data/Family/B/BGLU
BGLU38	Os12g0420100	LOC_Os12g23170	data/Family/B/BGLU
BGLU4	Os01g0897600	LOC_Os01g67220	data/Family/B/BGLU
BGLU5	Os01g0930800	LOC_Os01g70520	data/Family/B/BGLU
BGLU9	Os04g0474300	LOC_Os04g39814	data/Family/B/BGLU
C00481	Os11g0701200	LOC_Os11g47530	data/Family/C/C00481
C10122	Os08g0518900	LOC_Os08g40690	data/Family/C/ClassIII-Chitinase-Homologues
C10150	Os11g0701400	LOC_Os11g47550	data/Family/C/ClassIII-Chitinase-Homologues
C10501	Os01g0860500	LOC_Os01g64110	data/Family/C/ClassIII-Chitinase-Homologues
C10728	Os01g0660200	LOC_Os01g47070	data/Family/C/ClassIII-Chitinase-Homologues
C10923	Os11g0700900	LOC_Os11g47500	data/Family/C/ClassIII-Chitinase-Homologues
C3H1	Os01g0174600	LOC_Os01g07930	data/Family/C/C3H
C3H10	Os01g0738400	LOC_Os01g53650	data/Family/C/C3H
C3H11	Os01g0834700	LOC_Os01g61830	data/Family/C/C3H
C3H13	Os02g0161200	LOC_Os02g06584	data/Family/C/C3H
C3H14	Os02g0194200	LOC_Os02g10080	data/Family/C/C3H
C3H15	Os02g0301000	LOC_Os02g19804	data/Family/C/C3H
C3H16	Os02g0557500	LOC_Os02g35150	data/Family/C/C3H
C3H17	Os02g0677700	LOC_Os02g45480	data/Family/C/C3H
C3H18	Os02g0793000	LOC_Os02g55000	data/Family/C/C3H
C3H19	Os02g0831100	LOC_Os02g58440	data/Family/C/C3H
C3H21	Os03g0301500	LOC_Os03g18950	data/Family/C/C3H
C3H22	Os03g0328900	LOC_Os03g21140	data/Family/C/C3H
C3H23	Os03g0329200	LOC_Os03g21160	data/Family/C/C3H
C3H24	Os03g0698800	LOC_Os03g49170	data/Family/C/C3H
C3H25	Os03g0826400	LOC_Os03g61110	data/Family/C/C3H
C3H26	Os04g0117600	LOC_Os04g02730	data/Family/C/C3H
C3H27	Os04g0394300	LOC_Os04g32340	data/Family/C/C3H
C3H28	Os04g0438700	LOC_Os04g35800	data/Family/C/C3H
C3H29	Os04g0487550	LOC_Os04g41060	data/Family/C/C3H
C3H3	Os01g0252200	LOC_Os01g14870	data/Family/C/C3H
C3H30	Os04g0663200	LOC_Os04g56750	data/Family/C/C3H
C3H31	Os04g0665700	LOC_Os04g57010	data/Family/C/C3H
C3H32	Os04g0671800	LOC_Os04g57600	data/Family/C/C3H
C3H33	Os05g0128200	LOC_Os05g03760	data/Family/C/C3H
C3H34	Os05g0176400	LOC_Os05g08400	data/Family/C/C3H
C3H36	Os05g0497500	LOC_Os05g41790	data/Family/C/C3H
C3H37	Os05g0525900	LOC_Os05g45020	data/Family/C/C3H
C3H38	Os05g0564200	LOC_Os05g48960	data/Family/C/C3H
C3H39	Os05g0576300	LOC_Os05g50080	data/Family/C/C3H
C3H4	Os01g0256800	LOC_Os01g15300	data/Family/C/C3H
C3H40	Os06g0170500	LOC_Os06g07350	data/Family/C/C3H
C3H42	Os06g0519400	LOC_Os06g32720	data/Family/C/C3H
C3H43	Os06g0520600	LOC_Os06g32860	data/Family/C/C3H
C3H44	Os06g0618150	LOC_Os06g41390	data/Family/C/C3H
C3H45	Os06g0677700	LOC_Os06g46400	data/Family/C/C3H
C3H47	Os07g0138400	LOC_Os07g04580	data/Family/C/C3H
C3H48	Os07g0139000	LOC_Os07g04650	data/Family/C/C3H
C3H49	Os07g0281000	LOC_Os07g18050	data/Family/C/C3H
C3H5	Os01g0257400	LOC_Os01g15350	data/Family/C/C3H
C3H50	Os07g0568300	LOC_Os07g38090	data/Family/C/C3H
C3H51	Os07g0583300	LOC_Os07g39440	data/Family/C/C3H
C3H53	Os07g0682400	LOC_Os07g48410	data/Family/C/C3H
C3H54	Os08g0126700	LOC_Os08g03310	data/Family/C/C3H
C3H55	Os08g0135800	LOC_Os08g04170	data/Family/C/C3H
C3H56	Os08g0159800	LOC_Os08g06330	data/Family/C/C3H
C3H57	Os08g0491700	LOC_Os08g38370	data/Family/C/C3H
C3H58	Os09g0305900	LOC_Os09g13530	data/Family/C/C3H
C3H59	Os09g0364000	LOC_Os09g19940	data/Family/C/C3H
C3H6	Os01g0258700	LOC_Os01g15460	data/Family/C/C3H
C3H60	Os09g0491756	LOC_Os09g31482	data/Family/C/C3H
C3H62	Os10g0391300	LOC_Os10g25220	data/Family/C/C3H
C3H63	Os11g0472000	LOC_Os11g28270	data/Family/C/C3H
C3H65	Os12g0278800	LOC_Os12g18120	data/Family/C/C3H
C3H66	Os12g0405100	LOC_Os12g21700	data/Family/C/C3H
C3H67	Os12g0515500	LOC_Os12g33090	data/Family/C/C3H
C3H7	Os01g0572100	LOC_Os01g39100	data/Family/C/C3H
C3H8	Os01g0616400	LOC_Os01g42970	data/Family/C/C3H
C3H9	Os01g0645000	LOC_Os01g45730	data/Family/C/C3H
CAD1	Os10g0194200	LOC_Os10g11810	data/Family/C/CAD
CAD3	Os10g0430200	LOC_Os10g29470	data/Family/C/CAD
CAD4	Os11g0622800	LOC_Os11g40690	data/Family/C/CAD
CAD5	Os08g0270400	LOC_Os08g16910	data/Family/C/CAD
CAD6	Os04g0229100	LOC_Os04g15920	data/Family/C/CAD
CAD8A	Os09g0399800	LOC_Os09g23530	data/Family/C/CAD
CAD8B	Os09g0400000	LOC_Os09g23540	data/Family/C/CAD
CAD8C	Os09g0400300	LOC_Os09g23550	data/Family/C/CAD
CAD9	Os03g0223200	LOC_Os03g12270	data/Family/C/CAD
CAX1B	Os05g0594200	LOC_Os05g51610	data/Family/C/CAX
CAX1C	Os02g0314300|Os02g0314400	LOC_Os02g21009	data/Family/C/CAX
CAX2	Os03g0397400	LOC_Os03g27960	data/Family/C/CAX
CAX3	Os04g0653200	LOC_Os04g55940	data/Family/C/CAX
CBL1	Os10g0564800	LOC_Os10g41510	data/Family/C/CBL
CBL10	Os01g0711500	LOC_Os01g51420	data/Family/C/CBL
CBL3	Os03g0626800	LOC_Os03g42840	data/Family/C/CBL
CBL4	Os05g0534400	LOC_Os05g45810	data/Family/C/CBL
CBL5	Os01g0598200	LOC_Os01g41510	data/Family/C/CBL
CBL6	Os12g0162400	LOC_Os12g06510	data/Family/C/CBL
CBL7	Os02g0291000	LOC_Os02g18880	data/Family/C/CBL
CBL9	Os01g0579600	LOC_Os01g39770	data/Family/C/CBL
CBSCLC2	Os01g0704700	LOC_Os01g50860	data/Family/C/CBSCLC
CBSCLC4	Os03g0695700	LOC_Os03g48940	data/Family/C/CBSCLC
CBSCLC5	Os04g0644800	LOC_Os04g55210	data/Family/C/CBSCLC
CBSCLC6	Os08g0300300	LOC_Os08g20570	data/Family/C/CBSCLC
CBSCLC7	Os12g0438600	LOC_Os12g25200	data/Family/C/CBSCLC
CBSCLC8	Os08g0499200	LOC_Os08g38980	data/Family/C/CBSCLC
CBSCLC9	Os02g0720700	LOC_Os02g48880	data/Family/C/CBSCLC
CDC45-1	Os12g0124700	LOC_Os12g03130	data/Family/C/CDC
CDC45-2	Os11g0128400	LOC_Os11g03430	data/Family/C/CDC
CDC6	Os01g0856000	LOC_Os01g63710	data/Family/C/CDC
CDPK1	Os01g0622600	LOC_Os01g43410	data/Family/C/CDPK
CDPK15	Os05g0585500	LOC_Os05g50810	data/Family/C/CDPK
CDPK16	Os05g0467000	LOC_Os05g39090	data/Family/C/CDPK
CDPK17	Os07g0161600	LOC_Os07g06740	data/Family/C/CDPK
CDPK18	Os07g0409900	LOC_Os07g22710	data/Family/C/CDPK
CDPK2	Os01g0808400	LOC_Os01g59360	data/Family/C/CDPK
CDPK20	Os07g0568600	LOC_Os07g38120	data/Family/C/CDPK
CDPK22	Os09g0514200	LOC_Os09g33910	data/Family/C/CDPK
CDPK4	Os02g0126400	LOC_Os02g03410	data/Family/C/CDPK
CDPK6	Os02g0832000	LOC_Os02g58520	data/Family/C/CDPK
CDPK8	Os03g0808600	LOC_Os03g59390	data/Family/C/CDPK
CDPK9	Os03g0688300	LOC_Os03g48270	data/Family/C/CDPK
CDT3	Os01g0178300	LOC_Os01g08300	data/Family/C/CDT
CDT4	Os02g0208500	LOC_Os02g11770	data/Family/C/CDT
CDT5	Os05g0178300	LOC_Os05g08554	data/Family/C/CDT
Cen8.t00793	Os08g0308700	LOC_Os08g21700	data/Family/C/Cen8
Cen8.t00808	Os08g0309300	LOC_Os08g21760	data/Family/C/Cen8
Cen8.t00833	Os08g0310100	LOC_Os08g21840	data/Family/C/Cen8
Cen8.t00960	Os08g0313600	LOC_Os08g22200	data/Family/C/Cen8
Cen8.t01003	Os08g0314800	LOC_Os08g22354	data/Family/C/Cen8
Cen8.t01152	Os08g0318400	LOC_Os08g22852	data/Family/C/Cen8
Cen8.t01153	Os08g0318500	LOC_Os08g22864	data/Family/C/Cen8
CESA1	Os05g0176100	LOC_Os05g08370	data/Family/C/CESA
CESA10	Os12g0477200	LOC_Os12g29300	data/Family/C/CESA
CESA11	Os06g0600550	None	data/Family/C/CESA
CESA2	Os03g0808100	LOC_Os03g59340	data/Family/C/CESA
CESA3	Os07g0424400	LOC_Os07g24190	data/Family/C/CESA
CESA5	Os03g0837100	LOC_Os03g62090	data/Family/C/CESA
CESA6	Os07g0252400	LOC_Os07g14850	data/Family/C/CESA
CESA8	Os07g0208500	LOC_Os07g10770	data/Family/C/CESA
CHARK	Os12g0454800	LOC_Os12g26940	data/Family/C/cytokinin-signalling_gene_family
CHR701	Os02g0161400	LOC_Os02g06592	data/Family/S/Snf2_family
CHR702	Os06g0183800	LOC_Os06g08480	data/Family/S/Snf2_family
CHR702	Os06g0183800	LOC_Os06g08480	data/Family/C/CHR
CHR703	Os01g0881000	LOC_Os01g65850	data/Family/C/CHR
CHR703	Os01g0881000	LOC_Os01g65850	data/Family/S/Snf2_family
CHR704	Os01g0102800	LOC_Os01g01312	data/Family/S/Snf2_family
CHR705	Os07g0660200	LOC_Os07g46590	data/Family/S/Snf2_family
CHR705	Os07g0660200	LOC_Os07g46590	data/Family/C/CHR
CHR706	Os01g0779400	LOC_Os01g57110	data/Family/S/Snf2_family
CHR707	Os02g0114000|Os02g0114033	LOC_Os02g02290	data/Family/S/Snf2_family
CHR708	Os01g0952200	LOC_Os01g72310	data/Family/S/Snf2_family
CHR709	Os02g0689800	LOC_Os02g46450	data/Family/S/Snf2_family
CHR710	Os02g0527100	LOC_Os02g32570	data/Family/S/Snf2_family
CHR711	Os03g0101700	LOC_Os03g01200	data/Family/S/Snf2_family
CHR712	Os04g0692700	LOC_Os04g59620	data/Family/S/Snf2_family
CHR713	Os05g0247900	LOC_Os05g15890	data/Family/S/Snf2_family
CHR714	Os04g0566100	LOC_Os04g47830	data/Family/S/Snf2_family
CHR715	Os04g0629300	LOC_Os04g53720	data/Family/S/Snf2_family
CHR717	Os10g0457700	LOC_Os10g31970	data/Family/S/Snf2_family
CHR719	Os05g0144300	LOC_Os05g05230	data/Family/S/Snf2_family
CHR720	Os06g0255200	LOC_Os06g14406	data/Family/S/Snf2_family
CHR721	Os07g0636200	LOC_Os07g44210	data/Family/S/Snf2_family
CHR722	Os07g0692401|Os07g0692500|Os07g0692600	LOC_Os07g49210	data/Family/S/Snf2_family
CHR724	Os07g0642400	LOC_Os07g44800	data/Family/S/Snf2_family
CHR725	Os08g0180300	LOC_Os08g08220	data/Family/S/Snf2_family
CHR726	Os07g0598300	LOC_Os07g40730	data/Family/S/Snf2_family
CHR727	Os05g0150300	LOC_Os05g05780	data/Family/S/Snf2_family
CHR728	Os01g0367900	LOC_Os01g27040	data/Family/S/Snf2_family
CHR729	Os07g0497000|Os07g0497100	LOC_Os07g31450	data/Family/S/Snf2_family
CHR730	Os03g0165200|Os03g0165266	LOC_Os03g06920	data/Family/S/Snf2_family
CHR731	Os07g0511500	LOC_Os07g32730	data/Family/S/Snf2_family
CHR732	Os03g0352450|Os03g0352500	LOC_Os03g22900	data/Family/S/Snf2_family
CHR733	Os02g0762800	LOC_Os02g52510	data/Family/S/Snf2_family
CHR735	Os04g0177300	LOC_Os04g09800	data/Family/S/Snf2_family
CHR736	Os07g0434500	LOC_Os07g25390	data/Family/S/Snf2_family
CHR737	Os06g0255700	LOC_Os06g14440	data/Family/S/Snf2_family
CHR739	Os07g0680500	LOC_Os07g48270	data/Family/S/Snf2_family
CHR740	Os02g0650800	LOC_Os02g43460	data/Family/S/Snf2_family
CHR741	Os03g0722400	LOC_Os03g51230	data/Family/S/Snf2_family
CHR742	Os05g0392400	LOC_Os05g32610	data/Family/S/Snf2_family
CHR743	Os08g0243833|Os08g0243866	LOC_Os08g14610	data/Family/S/Snf2_family
CHR744	Os02g0110700	LOC_Os02g02050	data/Family/C/CHR
CHR745	Os01g0636700	LOC_Os01g44990	data/Family/S/Snf2_family
CHR746	Os09g0442700	LOC_Os09g27060	data/Family/S/Snf2_family
CHT10	Os01g0287600	LOC_Os01g18400	data/Family/C/CHT
CHT4	Os04g0493400	LOC_Os04g41620	data/Family/C/CHT
CHT6	Os02g0605900	LOC_Os02g39330	data/Family/C/CHT
CHT8	Os10g0542900	LOC_Os10g39680	data/Family/C/CHT
CHT9	Os05g0399400	LOC_Os05g33140	data/Family/C/CHT
CIPK01	Os01g0292200	LOC_Os01g18800	data/Family/C/CIPK
CIPK02	Os07g0678600	LOC_Os07g48100	data/Family/C/CIPK
CIPK04	Os12g0603700	LOC_Os12g41090	data/Family/C/CIPK
CIPK05	Os01g0206700	LOC_Os01g10890	data/Family/C/CIPK
CIPK06	Os08g0441100	LOC_Os08g34240	data/Family/C/CIPK
